ECG,Heart Rate
0.0308228,82
-0.0189209,82
-0.065918,82
-0.108948,82
-0.147095,82
-0.179443,82
-0.205688,82
-0.225525,82
-0.238647,82
-0.245972,82
-0.247803,82
-0.244446,82
-0.237122,82
-0.226135,82
-0.212402,82
-0.196228,82
-0.178223,82
-0.159302,82
-0.140381,82
-0.12207,82
-0.105286,82
-0.090332,82
-0.0772095,82
-0.0662231,82
-0.0579834,82
-0.0515747,82
-0.0473022,82
-0.0448608,82
-0.0439453,82
-0.0442505,82
-0.0454712,82
-0.0469971,82
-0.0488281,82
-0.0512695,82
-0.0537109,82
-0.0564575,82
-0.0585938,82
-0.06073,82
-0.0622559,82
-0.0634766,82
-0.0643921,82
-0.0650024,82
-0.0653076,82
-0.0650024,82
-0.0650024,82
-0.0646973,82
-0.0650024,82
-0.0653076,82
-0.0653076,82
-0.0656128,82
-0.0656128,82
-0.0656128,82
-0.0656128,82
-0.0656128,82
-0.065918,82
-0.0662231,82
-0.0665283,82
-0.0671387,82
-0.0680542,82
-0.0686646,82
-0.0692749,82
-0.0695801,82
-0.0695801,82
-0.0698853,82
-0.0695801,82
-0.0695801,82
-0.0692749,82
-0.0686646,82
-0.0683594,82
-0.0680542,82
-0.0671387,82
-0.0662231,82
-0.0650024,82
-0.0637817,82
-0.062561,82
-0.0610352,82
-0.0598145,82
-0.0582886,82
-0.0570679,82
-0.0552368,82
-0.0534058,82
-0.0515747,82
-0.0497437,82
